device,case,case_label,p,initial_fraction,iteration,selected_n,n_original,n_train_pool,n_eval,hidden,activation,epochs,degree,include_special,n_fullpr_features,n_design_params,initial_n,batch_size,oracle_mse_vs_y_mean,oracle_mse_vs_y_std,oracle_mse_vs_y_count,pilot_mse_fullpr_vs_nn_mean,pilot_mse_fullpr_vs_nn_std,pilot_mse_fullpr_vs_nn_count,pilot_shape_fullpr_vs_nn_mean,pilot_shape_fullpr_vs_nn_std,pilot_shape_fullpr_vs_nn_count,dopt_mse_vs_nn_mean,dopt_mse_vs_nn_std,dopt_mse_vs_nn_count,random_mse_median_mean,random_mse_median_std,random_mse_median_count,mse_gain_vs_random_median_pct_mean,mse_gain_vs_random_median_pct_std,mse_gain_vs_random_median_pct_count,dopt_shape_vs_nn_mean,dopt_shape_vs_nn_std,dopt_shape_vs_nn_count,random_shape_median_mean,random_shape_median_std,random_shape_median_count,shape_gain_vs_random_median_pct_mean,shape_gain_vs_random_median_pct_std,shape_gain_vs_random_median_pct_count,oracle_mse_vs_y_sem,oracle_mse_vs_y_ci95,pilot_mse_fullpr_vs_nn_sem,pilot_mse_fullpr_vs_nn_ci95,pilot_shape_fullpr_vs_nn_sem,pilot_shape_fullpr_vs_nn_ci95,dopt_mse_vs_nn_sem,dopt_mse_vs_nn_ci95,random_mse_median_sem,random_mse_median_ci95,mse_gain_vs_random_median_pct_sem,mse_gain_vs_random_median_pct_ci95,dopt_shape_vs_nn_sem,dopt_shape_vs_nn_ci95,random_shape_median_sem,random_shape_median_ci95,shape_gain_vs_random_median_pct_sem,shape_gain_vs_random_median_pct_ci95,positive_rate
cuda,highdim_poly2,Quadratic,10,0.05,0,375,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,375,500,0.005020280613663772,0.0012581604149885545,6,0.0018552202443605605,0.0008909367051971122,6,0.0021851455776539168,0.0011599214912184947,6,0.0017904587413761495,0.0008228742709395046,6,0.0017446301769141932,0.0006810898713715522,6,-0.4055172559804629,8.31603419419884,6,0.0024304805632251124,0.0011656100504735282,6,0.0023470167821115846,0.0009645690125147164,6,-0.9309428773927136,11.781255516022332,6,0.0005136418385483819,0.0010067380035548284,0.0003637233868082278,0.0007128978381441265,0.0004735359658622452,0.0009281304930900006,0.0003359370143777504,0.0006584365481803908,0.0002780537756396886,0.0005449854002537896,3.3950067432207054,6.6542132167125825,0.00047585831045331503,0.0009326822884884974,0.0003937836503935495,0.0007718159547713569,4.809677423934074,9.426967750910785,0.5
cuda,highdim_poly2,Quadratic,10,0.05,1,875,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,375,500,0.005020280613663772,0.0012581604149885545,6,0.0018552202443605605,0.0008909367051971122,6,0.0021851455776539168,0.0011599214912184947,6,0.0014081478309422295,0.0005577974400992851,6,0.0014567497284808082,0.0005844131660273506,6,3.2823423166295975,2.7982083915456113,6,0.001858758273220994,0.0007129553632341702,6,0.0019598462387785155,0.0007639252205783087,6,5.171186232388031,3.6873831822535723,6,0.0005136418385483819,0.0010067380035548284,0.0003637233868082278,0.0007128978381441265,0.0004735359658622452,0.0009281304930900006,0.00022771985134565218,0.0004463309086374783,0.00023858567595523965,0.0004676279248722697,1.1423637922101317,2.239033032731858,0.0002910628082173925,0.0005704831041060893,0.000311871165343324,0.0006112674840729151,1.50536788044022,2.950521045662831,0.8333333333333334
cuda,highdim_poly2,Quadratic,10,0.05,2,1375,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,375,500,0.005020280613663772,0.0012581604149885545,6,0.0018552202443605605,0.0008909367051971122,6,0.0021851455776539168,0.0011599214912184947,6,0.0013610504214710314,0.0005361811964726149,6,0.0013916054118945581,0.0005382679170259736,6,2.547921317949287,2.025182873912756,6,0.0017662840725359487,0.0007289284059185152,6,0.0018704491318479834,0.0007512508290961187,6,5.772190114900695,3.558502729045765,6,0.0005136418385483819,0.0010067380035548284,0.0003637233868082278,0.0007128978381441265,0.0004735359658622452,0.0009281304930900006,0.00021889505683881372,0.0004290343114040749,0.00021974695693739824,0.0004307040355973005,0.8267774461515758,1.6204837944570885,0.00029758377558678265,0.000583264200150094,0.0003066968666880502,0.0006011258587085783,1.4527526557439248,2.8473952052580924,1.0
cuda,highdim_poly2,Quadratic,10,0.05,3,1875,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,375,500,0.005020280613663772,0.0012581604149885545,6,0.0018552202443605605,0.0008909367051971122,6,0.0021851455776539168,0.0011599214912184947,6,0.0013418992959819862,0.0005352070544541032,6,0.0013704038290598625,0.0005406929705604335,6,2.2818251938101866,1.635037034223298,6,0.0017788518125725532,0.0006669274455858183,6,0.0018766432452154726,0.0007452476915798196,6,3.9663462511168066,5.587225487794479,6,0.0005136418385483819,0.0010067380035548284,0.0003637233868082278,0.0007128978381441265,0.0004735359658622452,0.0009281304930900006,0.0002184973650250873,0.00042825483544917114,0.0002207369808971248,0.0004326444825583646,0.6675010740667662,1.3083021051708617,0.0002722719895238414,0.000533653099466729,0.0003042460960596016,0.0005963223482768191,2.280975253828219,4.470711497503309,0.8333333333333334
cuda,highdim_poly2,Quadratic,10,0.05,4,2375,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,375,500,0.005020280613663772,0.0012581604149885545,6,0.0018552202443605605,0.0008909367051971122,6,0.0021851455776539168,0.0011599214912184947,6,0.0013285240396723778,0.000531983474059643,6,0.0013514155870775115,0.0005360084038186933,6,1.862743499944749,1.3436636072319148,6,0.0017341707147393445,0.0006495259572212995,6,0.0018215594784141132,0.0007322817704710562,6,3.8678942320162264,4.708848087837988,6,0.0005136418385483819,0.0010067380035548284,0.0003637233868082278,0.0007128978381441265,0.0004735359658622452,0.0009281304930900006,0.00021718134383987608,0.0004256754339261571,0.0002188245145332455,0.00042889604848516115,0.5485483706109368,1.075154806397436,0.00026516786164749973,0.0005197290088290995,0.00029895278093265964,0.0005859474506280128,1.9223791819138891,3.7678631965512226,1.0
cuda,highdim_poly2,Quadratic,10,0.05,5,2875,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,375,500,0.005020280613663772,0.0012581604149885545,6,0.0018552202443605605,0.0008909367051971122,6,0.0021851455776539168,0.0011599214912184947,6,0.0013214319325085355,0.0005287706106472988,6,0.0013382340958021932,0.0005321264120766075,6,1.3591910666016054,0.7736525858613582,6,0.0017831026911544732,0.0007097104606565012,6,0.0017796930449926979,0.0007044974223230523,6,0.015207144172417605,7.346865512315243,6,0.0005136418385483819,0.0010067380035548284,0.0003637233868082278,0.0007128978381441265,0.0004735359658622452,0.0009281304930900006,0.00021586969784429268,0.00042310460777481365,0.00021723969804094415,0.0004257898081602505,0.3158423455908465,0.6190509973580591,0.00028973808228733737,0.0005678866412831813,0.00028760986829958423,0.0005637153418671851,2.999345285670611,5.878716759914398,1.0
cuda,highdim_poly2,Quadratic,10,0.1,0,750,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,750,500,0.005020280613663772,0.0012581604149885545,6,0.0012119914403461495,0.0006045872691010257,6,0.0015445254472078757,0.0007596319407275167,6,0.0015038959755332745,0.0005884045676363512,6,0.0014891565815672286,0.000596278536248871,6,-1.4723345248340525,3.5211279715822155,6,0.001988175672987203,0.0007876812594394307,6,0.0019876005996105135,0.0007964138702025366,6,-0.6469182389236416,5.990071089984677,6,0.0005136418385483819,0.0010067380035548284,0.00024682171904670926,0.0004837705693315501,0.00031011844118375523,0.0006078321447201602,0.00024021515883866884,0.0004708217113237909,0.0002434296930638962,0.00047712219840523654,1.4374944749029293,2.817489170809741,0.0003215695275965702,0.0006302762740892776,0.0003251346010118945,0.0006372638179833131,2.445436282243253,4.793055113196776,0.5
cuda,highdim_poly2,Quadratic,10,0.1,1,1250,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,750,500,0.005020280613663772,0.0012581604149885545,6,0.0012119914403461495,0.0006045872691010257,6,0.0015445254472078757,0.0007596319407275167,6,0.0013704933688943796,0.0005468400447272334,6,0.0014131057843021829,0.0005479014419934701,6,3.499562974735516,2.4982089708742707,6,0.0018366090281396498,0.0007415342031218718,6,0.0018685927966202345,0.0006889841293202708,6,2.963431371688049,7.205145339447155,6,0.0005136418385483819,0.0010067380035548284,0.00024682171904670926,0.0004837705693315501,0.00031011844118375523,0.0006078321447201602,0.00022324651341707543,0.00043756316629746785,0.0002236798270365196,0.0004384124609915784,1.0198895415809077,1.998983501498579,0.00030273007074498715,0.0005933509386601748,0.0002812765929517337,0.000551302122185398,2.941488267372971,5.765317004051023,1.0
cuda,highdim_poly2,Quadratic,10,0.1,2,1750,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,750,500,0.005020280613663772,0.0012581604149885545,6,0.0012119914403461495,0.0006045872691010257,6,0.0015445254472078757,0.0007596319407275167,6,0.0013484196692501848,0.0005362416821420623,6,0.0013740549903841052,0.000541571213131683,6,2.066256981779801,1.819976148992257,6,0.0018645322163847167,0.0007333382070334702,6,0.0018391511833968437,0.0007161672070833391,6,-1.1365030438058632,2.1986766981790917,6,0.0005136418385483819,0.0010067380035548284,0.00024682171904670926,0.0004837705693315501,0.00031011844118375523,0.0006078321447201602,0.00021891975000996316,0.0004290827100195278,0.00022109552192545,0.000433347222973882,0.7430021515110938,1.4562842169617438,0.00029938406935324865,0.0005867927759323673,0.0002923740379780526,0.000573053114436983,0.8976060033143451,1.7593077664961165,0.8333333333333334
cuda,highdim_poly2,Quadratic,10,0.1,3,2250,10000,7500,2500,"128,64,32",tanh,1000,2,True,85,86,750,500,0.005020280613663772,0.0012581604149885545,6,0.0012119914403461495,0.0006045872691010257,6,0.0015445254472078757,0.0007596319407275167,6,0.0013324576298480474,0.0005302759333847688,6,0.0013525192740225752,0.0005344031221021086,6,1.6343242813407246,1.1093661928133556,6,0.001818591855281726,0.0007165753998202667,6,0.001806114116815456,0.0006948049068108684,6,-0.07657392774681764,4.077565536861373,6,0.0005136418385483819,0.0010067380035548284,0.00024682171904670926,0.0004837705693315501,0.00031011844118375523,0.0006078321447201602,0.00021648424327846117,0.0004243091168257839,0.0002181691610167369,0.00042761155559280434,0.4528968517144567,0.8876778293603351,0.0002925406819650831,0.0005733797366515628,0.00028365291541144073,0.0005559597142064238,1.6646591596780196,3.2627319529689185,1.0
